"Statistic Label","Year","Age Group","Sex","County","UNIT","VALUE"
"Estimated Population (Persons in April)","2017","15 - 19 years","Male","Co. Mayo","Thousand","4.5"
"Estimated Population (Persons in April)","2017","15 - 19 years","Male","Co. Offaly","Thousand","2.9"
"Estimated Population (Persons in April)","2017","15 - 19 years","Male","Co. Roscommon","Thousand","2.2"
"Estimated Population (Persons in April)","2017","15 - 19 years","Male","Co. Sligo","Thousand","2.2"
"Estimated Population (Persons in April)","2017","15 - 19 years","Male","Co. Tipperary","Thousand","5.7"
"Estimated Population (Persons in April)","2017","15 - 19 years","Male","Co. Waterford","Thousand","4"
"Estimated Population (Persons in April)","2017","15 - 19 years","Male","Co. Wicklow","Thousand","5"
"Estimated Population (Persons in April)","2017","15 - 19 years","Male","Co. Westmeath","Thousand","3.2"
"Estimated Population (Persons in April)","2017","15 - 19 years","Male","Co. Wexford","Thousand","5.3"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Ireland","Thousand","151.5"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Clare","Thousand","4.2"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Cork","Thousand","17.2"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Cavan","Thousand","2.7"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Carlow","Thousand","1.8"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Donegal","Thousand","5.7"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Dublin","Thousand","38.6"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Galway","Thousand","7.8"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Kildare","Thousand","7.5"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Kilkenny","Thousand","3.3"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Kerry","Thousand","4.8"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Longford","Thousand","1.3"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Louth","Thousand","4.4"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Limerick","Thousand","6.2"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Leitrim","Thousand","1"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Laois","Thousand","2.9"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Meath","Thousand","6.8"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Monaghan","Thousand","2"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Mayo","Thousand","4.3"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Offaly","Thousand","2.8"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Roscommon","Thousand","2.2"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Sligo","Thousand","2"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Tipperary","Thousand","5.4"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Waterford","Thousand","3.8"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Wicklow","Thousand","4.5"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Westmeath","Thousand","3.1"
"Estimated Population (Persons in April)","2017","15 - 19 years","Female","Co. Wexford","Thousand","5.2"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Ireland","Thousand","277.4"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Clare","Thousand","6.3"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Cork","Thousand","32.9"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Cavan","Thousand","3.9"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Carlow","Thousand","3.3"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Donegal","Thousand","8.3"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Dublin","Thousand","87.4"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Galway","Thousand","15.7"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Kildare","Thousand","12.8"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Kilkenny","Thousand","5.2"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Kerry","Thousand","7.5"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Longford","Thousand","2.1"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Louth","Thousand","7.2"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Limerick","Thousand","12.6"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Leitrim","Thousand","1.4"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Laois","Thousand","4.4"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Meath","Thousand","10.2"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Monaghan","Thousand","3.2"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Mayo","Thousand","6.5"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Offaly","Thousand","4.4"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Roscommon","Thousand","3.1"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Sligo","Thousand","3.6"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Tipperary","Thousand","8.6"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Waterford","Thousand","6.3"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Wicklow","Thousand","7.6"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Westmeath","Thousand","5.3"
"Estimated Population (Persons in April)","2017","20 - 24 years","Both sexes","Co. Wexford","Thousand","7.7"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Ireland","Thousand","140.9"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Clare","Thousand","3.3"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Cork","Thousand","16.5"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Cavan","Thousand","2"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Carlow","Thousand","1.7"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Donegal","Thousand","4.2"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Dublin","Thousand","44"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Galway","Thousand","8.1"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Kildare","Thousand","6.5"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Kilkenny","Thousand","2.7"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Kerry","Thousand","3.7"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Longford","Thousand","1.1"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Louth","Thousand","3.7"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Limerick","Thousand","6.4"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Leitrim","Thousand","0.7"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Laois","Thousand","2.3"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Meath","Thousand","5.2"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Monaghan","Thousand","1.7"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Mayo","Thousand","3.4"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Offaly","Thousand","2.2"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Roscommon","Thousand","1.6"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Sligo","Thousand","1.8"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Tipperary","Thousand","4.5"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Waterford","Thousand","3.2"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Wicklow","Thousand","3.9"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Westmeath","Thousand","2.8"
"Estimated Population (Persons in April)","2017","20 - 24 years","Male","Co. Wexford","Thousand","3.8"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Ireland","Thousand","136.5"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Clare","Thousand","3.1"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Cork","Thousand","16.4"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Cavan","Thousand","1.9"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Carlow","Thousand","1.6"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Donegal","Thousand","4.1"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Dublin","Thousand","43.3"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Galway","Thousand","7.5"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Kildare","Thousand","6.3"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Kilkenny","Thousand","2.5"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Kerry","Thousand","3.8"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Longford","Thousand","1.1"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Louth","Thousand","3.5"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Limerick","Thousand","6.1"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Leitrim","Thousand","0.7"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Laois","Thousand","2.2"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Meath","Thousand","4.9"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Monaghan","Thousand","1.6"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Mayo","Thousand","3.1"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Offaly","Thousand","2.1"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Roscommon","Thousand","1.5"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Sligo","Thousand","1.8"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Tipperary","Thousand","4.1"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Waterford","Thousand","3.1"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Wicklow","Thousand","3.7"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Westmeath","Thousand","2.6"
"Estimated Population (Persons in April)","2017","20 - 24 years","Female","Co. Wexford","Thousand","3.9"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Ireland","Thousand","294"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Clare","Thousand","5.6"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Cork","Thousand","31.9"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Cavan","Thousand","3.9"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Carlow","Thousand","3.3"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Donegal","Thousand","8.1"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Dublin","Thousand","110.2"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Galway","Thousand","14.8"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Kildare","Thousand","12.2"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Kilkenny","Thousand","5.1"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Kerry","Thousand","6.9"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Longford","Thousand","2.3"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Louth","Thousand","7.5"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Limerick","Thousand","11.8"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Leitrim","Thousand","1.4"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Laois","Thousand","4.8"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Meath","Thousand","9.7"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Monaghan","Thousand","3.4"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Mayo","Thousand","6"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Offaly","Thousand","4.3"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Roscommon","Thousand","3"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Sligo","Thousand","3.2"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Tipperary","Thousand","8"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Waterford","Thousand","6.2"
"Estimated Population (Persons in April)","2017","25 - 29 years","Both sexes","Co. Wicklow","Thousand","7.2"
